venta_id,cliente_id,fecha_venta,producto_id,cantidad,precio_unitario,total_venta,canal_venta,nombre_producto,categoria_id,nombre_categoria,año_venta,mes_venta,trimestre,clasificacion_venta
2025-522,382,2025-08-04,3,3,636614,1909842,Web,Teclado,2,Accesorios,2025,8,3,Grande
2025-523,380,2025-01-27,2,4,106952,427808,App,Mouse,2,Accesorios,2025,1,1,Mediana
2025-524,492,2025-08-02,6,4,403922,1615688,Web,Tablet,1,Tecnología,2025,8,3,Grande
2025-525,342,2025-05-04,2,1,401670,401670,Web,Mouse,2,Accesorios,2025,5,2,Mediana
2025-526,76,2025-12-17,5,4,311763,1247052,Tienda Física,Audífonos,2,Accesorios,2025,12,4,Grande
2025-527,186,2025-05-31,6,1,727006,727006,Web,Tablet,1,Tecnología,2025,5,2,Mediana
2025-528,405,2025-11-29,1,2,429876,859752,Tienda Física,Notebook,1,Tecnología,2025,11,4,Mediana
2025-529,414,2025-03-03,5,2,589789,1179578,Tienda Física,Audífonos,2,Accesorios,2025,3,1,Grande
2025-530,365,2025-04-27,4,3,103944,311832,Tienda Física,Monitor,1,Tecnología,2025,4,2,Mediana
2025-531,34,2025-09-23,2,1,276294,276294,App,Mouse,2,Accesorios,2025,9,3,Mediana
2025-532,297,2025-01-10,5,3,125140,375420,App,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-533,475,2025-07-12,4,4,553410,2213640,Web,Monitor,1,Tecnología,2025,7,3,Grande
2025-534,231,2025-02-18,6,1,247268,247268,Web,Tablet,1,Tecnología,2025,2,1,Mediana
2025-535,145,2025-03-03,5,2,680392,1360784,Tienda Física,Audífonos,2,Accesorios,2025,3,1,Grande
2025-536,308,2025-06-20,5,4,564661,2258644,Tienda Física,Audífonos,2,Accesorios,2025,6,2,Grande
2025-537,147,2025-05-21,4,2,75184,150368,App,Monitor,1,Tecnología,2025,5,2,Pequeña
2025-538,97,2025-10-19,6,1,13626,13626,App,Tablet,1,Tecnología,2025,10,4,Pequeña
2025-539,108,2025-03-12,2,3,757320,2271960,App,Mouse,2,Accesorios,2025,3,1,Grande
2025-540,219,2025-03-21,5,4,653198,2612792,App,Audífonos,2,Accesorios,2025,3,1,Grande
2025-541,471,2025-01-25,4,4,567749,2270996,Web,Monitor,1,Tecnología,2025,1,1,Grande
2025-542,120,2025-07-17,5,2,483006,966012,Web,Audífonos,2,Accesorios,2025,7,3,Mediana
2025-543,93,2025-07-12,3,4,83568,334272,Web,Teclado,2,Accesorios,2025,7,3,Mediana
2025-544,387,2025-08-21,2,1,771058,771058,Tienda Física,Mouse,2,Accesorios,2025,8,3,Mediana
2025-545,153,2025-02-24,5,2,784124,1568248,Web,Audífonos,2,Accesorios,2025,2,1,Grande
2025-546,354,2025-07-17,5,4,34502,138008,Tienda Física,Audífonos,2,Accesorios,2025,7,3,Pequeña
2025-547,373,2025-07-20,5,1,746854,746854,Web,Audífonos,2,Accesorios,2025,7,3,Mediana
2025-548,322,2025-04-28,3,3,84231,252693,Tienda Física,Teclado,2,Accesorios,2025,4,2,Mediana
2025-549,42,2025-01-17,2,3,503896,1511688,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-550,431,2025-04-10,2,3,465229,1395687,Tienda Física,Mouse,2,Accesorios,2025,4,2,Grande
2025-551,17,2025-09-03,5,3,687236,2061708,Tienda Física,Audífonos,2,Accesorios,2025,9,3,Grande
2025-552,455,2025-07-16,1,3,558387,1675161,App,Notebook,1,Tecnología,2025,7,3,Grande
2025-553,204,2025-11-03,4,4,782291,3129164,App,Monitor,1,Tecnología,2025,11,4,Grande
2025-554,325,2025-07-30,2,2,228168,456336,App,Mouse,2,Accesorios,2025,7,3,Mediana
2025-555,17,2025-04-09,6,4,234970,939880,Tienda Física,Tablet,1,Tecnología,2025,4,2,Mediana
2025-556,209,2025-09-09,1,3,592943,1778829,Web,Notebook,1,Tecnología,2025,9,3,Grande
2025-557,271,2025-08-02,4,4,654795,2619180,Tienda Física,Monitor,1,Tecnología,2025,8,3,Grande
2025-558,211,2025-11-17,5,4,730531,2922124,Web,Audífonos,2,Accesorios,2025,11,4,Grande
2025-559,433,2025-02-16,5,1,683289,683289,Tienda Física,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-560,315,2025-12-08,6,3,471691,1415073,App,Tablet,1,Tecnología,2025,12,4,Grande
2025-561,368,2025-08-08,6,4,672554,2690216,App,Tablet,1,Tecnología,2025,8,3,Grande
2025-562,167,2025-03-13,1,1,39777,39777,App,Notebook,1,Tecnología,2025,3,1,Pequeña
2025-563,479,2025-02-07,6,2,424627,849254,Tienda Física,Tablet,1,Tecnología,2025,2,1,Mediana
2025-564,393,2025-07-19,3,1,434429,434429,Tienda Física,Teclado,2,Accesorios,2025,7,3,Mediana
2025-565,179,2025-08-08,3,2,323732,647464,App,Teclado,2,Accesorios,2025,8,3,Mediana
2025-566,4,2025-07-23,4,4,352424,1409696,App,Monitor,1,Tecnología,2025,7,3,Grande
2025-567,235,2025-10-06,6,2,742318,1484636,Web,Tablet,1,Tecnología,2025,10,4,Grande
2025-568,166,2025-08-05,4,3,255847,767541,Web,Monitor,1,Tecnología,2025,8,3,Mediana
2025-569,135,2025-04-16,1,3,237467,712401,Web,Notebook,1,Tecnología,2025,4,2,Mediana
2025-570,108,2025-12-25,2,2,625781,1251562,App,Mouse,2,Accesorios,2025,12,4,Grande
2025-571,450,2025-04-18,2,3,563949,1691847,App,Mouse,2,Accesorios,2025,4,2,Grande
2025-572,17,2025-10-24,4,3,567373,1702119,Tienda Física,Monitor,1,Tecnología,2025,10,4,Grande
2025-573,499,2025-06-11,4,3,501638,1504914,App,Monitor,1,Tecnología,2025,6,2,Grande
2025-574,498,2025-06-28,6,1,350281,350281,App,Tablet,1,Tecnología,2025,6,2,Mediana
2025-575,418,2025-11-22,4,3,355165,1065495,App,Monitor,1,Tecnología,2025,11,4,Grande
2025-576,357,2025-01-03,2,4,261842,1047368,App,Mouse,2,Accesorios,2025,1,1,Grande
2025-577,342,2025-11-28,2,3,679250,2037750,Web,Mouse,2,Accesorios,2025,11,4,Grande
2025-578,176,2025-11-18,1,3,347164,1041492,App,Notebook,1,Tecnología,2025,11,4,Grande
2025-579,231,2025-07-30,1,4,2962067,11848268,Web,Notebook,1,Tecnología,2025,7,3,Grande
2025-580,480,2025-07-24,2,1,730602,730602,Tienda Física,Mouse,2,Accesorios,2025,7,3,Mediana
2025-581,277,2025-09-16,6,4,26535,106140,Web,Tablet,1,Tecnología,2025,9,3,Pequeña
2025-582,357,2025-10-23,6,3,295291,885873,Web,Tablet,1,Tecnología,2025,10,4,Mediana
2025-583,324,2025-06-04,6,2,633756,1267512,App,Tablet,1,Tecnología,2025,6,2,Grande
2025-584,273,2025-12-03,4,4,501874,2007496,Web,Monitor,1,Tecnología,2025,12,4,Grande
2025-585,258,2025-03-07,1,1,22467,22467,Tienda Física,Notebook,1,Tecnología,2025,3,1,Pequeña
2025-586,474,2025-11-19,6,3,396154,1188462,Tienda Física,Tablet,1,Tecnología,2025,11,4,Grande
2025-587,444,2025-03-25,2,4,335188,1340752,Tienda Física,Mouse,2,Accesorios,2025,3,1,Grande
2025-588,39,2025-06-30,5,1,728648,728648,Web,Audífonos,2,Accesorios,2025,6,2,Mediana
2025-589,268,2025-02-26,5,4,491632,1966528,App,Audífonos,2,Accesorios,2025,2,1,Grande
2025-590,336,2025-01-05,5,3,309266,927798,App,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-591,11,2025-07-03,6,3,372612,1117836,App,Tablet,1,Tecnología,2025,7,3,Grande
2025-592,362,2025-07-19,4,2,214354,428708,Tienda Física,Monitor,1,Tecnología,2025,7,3,Mediana
2025-593,75,2025-03-07,5,3,259836,779508,App,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-594,297,2025-07-18,4,1,229057,229057,Tienda Física,Monitor,1,Tecnología,2025,7,3,Mediana
2025-595,145,2025-04-01,5,3,444044,1332132,App,Audífonos,2,Accesorios,2025,4,2,Grande
2025-596,70,2025-08-02,6,2,374543,749086,Web,Tablet,1,Tecnología,2025,8,3,Mediana
2025-597,335,2025-03-13,4,1,423532,423532,Web,Monitor,1,Tecnología,2025,3,1,Mediana
2025-598,49,2025-04-24,4,1,488997,488997,Tienda Física,Monitor,1,Tecnología,2025,4,2,Mediana
2025-599,133,2025-10-20,2,2,281733,563466,App,Mouse,2,Accesorios,2025,10,4,Mediana
2025-600,243,2025-05-03,2,3,506297,1518891,App,Mouse,2,Accesorios,2025,5,2,Grande
2025-601,87,2025-12-24,1,4,289349,1157396,Tienda Física,Notebook,1,Tecnología,2025,12,4,Grande
2025-602,98,2025-06-18,4,2,495725,991450,Tienda Física,Monitor,1,Tecnología,2025,6,2,Mediana
2025-603,325,2025-10-28,4,1,782838,782838,Web,Monitor,1,Tecnología,2025,10,4,Mediana
2025-604,347,2025-05-08,6,2,786684,1573368,Tienda Física,Tablet,1,Tecnología,2025,5,2,Grande
2025-605,426,2025-08-14,5,3,217397,652191,Web,Audífonos,2,Accesorios,2025,8,3,Mediana
2025-606,399,2025-03-05,2,4,656290,2625160,Web,Mouse,2,Accesorios,2025,3,1,Grande
2025-607,182,2025-02-08,5,2,618434,1236868,App,Audífonos,2,Accesorios,2025,2,1,Grande
2025-608,3,2025-04-07,5,4,730394,2921576,App,Audífonos,2,Accesorios,2025,4,2,Grande
2025-609,442,2025-01-21,3,3,479984,1439952,Tienda Física,Teclado,2,Accesorios,2025,1,1,Grande
2025-610,223,2025-04-01,6,2,702289,1404578,Tienda Física,Tablet,1,Tecnología,2025,4,2,Grande
2025-611,111,2025-04-09,2,3,548304,1644912,Tienda Física,Mouse,2,Accesorios,2025,4,2,Grande
2025-612,159,2025-10-08,4,3,242320,726960,Tienda Física,Monitor,1,Tecnología,2025,10,4,Mediana
2025-613,486,2025-02-20,4,3,86478,259434,App,Monitor,1,Tecnología,2025,2,1,Mediana
2025-614,210,2025-03-10,6,4,726284,2905136,Web,Tablet,1,Tecnología,2025,3,1,Grande
2025-615,258,2025-07-08,2,4,403445,1613780,Tienda Física,Mouse,2,Accesorios,2025,7,3,Grande
2025-616,10,2025-03-26,2,4,57779,231116,Web,Mouse,2,Accesorios,2025,3,1,Mediana
2025-617,495,2025-08-06,6,4,387218,1548872,Web,Tablet,1,Tecnología,2025,8,3,Grande
2025-618,469,2025-08-24,5,2,208910,417820,App,Audífonos,2,Accesorios,2025,8,3,Mediana
2025-619,72,2025-05-24,5,2,19472,38944,Web,Audífonos,2,Accesorios,2025,5,2,Pequeña
2025-620,259,2025-07-27,4,3,600348,1801044,Tienda Física,Monitor,1,Tecnología,2025,7,3,Grande
2025-621,235,2025-06-04,5,2,485573,971146,App,Audífonos,2,Accesorios,2025,6,2,Mediana
2025-622,90,2025-12-24,2,2,689930,1379860,App,Mouse,2,Accesorios,2025,12,4,Grande
2025-623,217,2025-04-07,3,4,78359,313436,Web,Teclado,2,Accesorios,2025,4,2,Mediana
2025-624,199,2025-12-07,6,1,477143,477143,App,Tablet,1,Tecnología,2025,12,4,Mediana
2025-625,302,2025-09-22,2,1,395007,395007,Tienda Física,Mouse,2,Accesorios,2025,9,3,Mediana
2025-626,94,2025-03-21,2,2,695852,1391704,Web,Mouse,2,Accesorios,2025,3,1,Grande
2025-627,374,2025-08-20,5,2,191062,382124,Web,Audífonos,2,Accesorios,2025,8,3,Mediana
2025-628,336,2025-06-15,6,4,3069850,12279400,Tienda Física,Tablet,1,Tecnología,2025,6,2,Grande
2025-629,14,2025-03-14,5,1,451848,451848,Web,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-630,91,2025-11-01,5,2,290092,580184,Tienda Física,Audífonos,2,Accesorios,2025,11,4,Mediana
2025-631,476,2025-02-11,4,4,756716,3026864,Tienda Física,Monitor,1,Tecnología,2025,2,1,Grande
2025-632,42,2025-02-27,4,1,583722,583722,App,Monitor,1,Tecnología,2025,2,1,Mediana
2025-633,322,2025-05-09,1,1,520874,520874,Tienda Física,Notebook,1,Tecnología,2025,5,2,Mediana
2025-634,330,2025-07-01,2,4,178600,714400,Web,Mouse,2,Accesorios,2025,7,3,Mediana
2025-635,67,2025-11-22,6,1,264265,264265,Web,Tablet,1,Tecnología,2025,11,4,Mediana
2025-636,66,2025-07-23,2,2,494353,988706,App,Mouse,2,Accesorios,2025,7,3,Mediana
2025-637,293,2025-07-31,4,3,489767,1469301,Web,Monitor,1,Tecnología,2025,7,3,Grande
2025-638,449,2025-04-26,1,3,237444,712332,Web,Notebook,1,Tecnología,2025,4,2,Mediana
2025-639,478,2025-02-15,1,3,476690,1430070,Tienda Física,Notebook,1,Tecnología,2025,2,1,Grande
2025-640,331,2025-11-29,6,4,181929,727716,Web,Tablet,1,Tecnología,2025,11,4,Mediana
2025-641,24,2025-01-28,2,3,60711,182133,Tienda Física,Mouse,2,Accesorios,2025,1,1,Pequeña
2025-642,465,2025-09-28,3,2,254942,509884,Web,Teclado,2,Accesorios,2025,9,3,Mediana
2025-643,482,2025-03-09,3,1,595842,595842,Tienda Física,Teclado,2,Accesorios,2025,3,1,Mediana
2025-644,325,2025-04-13,3,1,551770,551770,Web,Teclado,2,Accesorios,2025,4,2,Mediana
2025-645,490,2025-11-11,2,3,123606,370818,Tienda Física,Mouse,2,Accesorios,2025,11,4,Mediana
2025-646,259,2025-01-26,4,3,372544,1117632,Web,Monitor,1,Tecnología,2025,1,1,Grande
2025-647,357,2025-05-12,2,1,687758,687758,App,Mouse,2,Accesorios,2025,5,2,Mediana
2025-648,117,2025-11-29,4,4,277291,1109164,Web,Monitor,1,Tecnología,2025,11,4,Grande
2025-649,188,2025-08-05,3,4,306952,1227808,App,Teclado,2,Accesorios,2025,8,3,Grande
2025-650,83,2025-11-03,1,1,122255,122255,App,Notebook,1,Tecnología,2025,11,4,Pequeña
2025-651,216,2025-12-23,3,1,703619,703619,Web,Teclado,2,Accesorios,2025,12,4,Mediana
2025-652,356,2025-06-29,4,4,643123,2572492,Web,Monitor,1,Tecnología,2025,6,2,Grande
2025-653,466,2025-01-22,2,4,263608,1054432,App,Mouse,2,Accesorios,2025,1,1,Grande
2025-654,21,2025-04-13,4,4,34363,137452,Tienda Física,Monitor,1,Tecnología,2025,4,2,Pequeña
2025-655,39,2025-03-26,5,2,346473,692946,Web,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-656,336,2025-02-18,4,3,506712,1520136,Web,Monitor,1,Tecnología,2025,2,1,Grande
2025-657,2,2025-04-09,4,4,460400,1841600,App,Monitor,1,Tecnología,2025,4,2,Grande
2025-658,359,2025-01-02,2,3,352962,1058886,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-659,297,2025-03-23,3,3,181236,543708,Web,Teclado,2,Accesorios,2025,3,1,Mediana
2025-660,391,2025-12-21,6,3,768795,2306385,Web,Tablet,1,Tecnología,2025,12,4,Grande
2025-661,337,2025-03-15,2,2,249647,499294,Tienda Física,Mouse,2,Accesorios,2025,3,1,Mediana
2025-662,337,2025-05-17,5,1,2716358,2716358,Web,Audífonos,2,Accesorios,2025,5,2,Grande
2025-663,417,2025-03-03,4,4,761624,3046496,Web,Monitor,1,Tecnología,2025,3,1,Grande
2025-664,29,2025-05-23,5,2,471261,942522,App,Audífonos,2,Accesorios,2025,5,2,Mediana
2025-665,120,2025-12-15,2,1,614494,614494,App,Mouse,2,Accesorios,2025,12,4,Mediana
2025-666,242,2025-08-19,1,1,33723,33723,Tienda Física,Notebook,1,Tecnología,2025,8,3,Pequeña
2025-667,270,2025-03-03,3,3,631169,1893507,App,Teclado,2,Accesorios,2025,3,1,Grande
2025-668,320,2025-07-29,6,1,39545,39545,App,Tablet,1,Tecnología,2025,7,3,Pequeña
2025-669,255,2025-11-09,4,2,365288,730576,App,Monitor,1,Tecnología,2025,11,4,Mediana
2025-670,461,2025-12-19,4,3,87261,261783,Web,Monitor,1,Tecnología,2025,12,4,Mediana
2025-671,8,2025-03-10,4,2,216724,433448,Tienda Física,Monitor,1,Tecnología,2025,3,1,Mediana
2025-672,45,2025-10-16,1,2,674607,1349214,App,Notebook,1,Tecnología,2025,10,4,Grande
2025-673,67,2025-07-04,6,2,172434,344868,Web,Tablet,1,Tecnología,2025,7,3,Mediana
2025-674,286,2025-03-03,1,2,88209,176418,Tienda Física,Notebook,1,Tecnología,2025,3,1,Pequeña
2025-675,430,2025-08-19,4,1,158620,158620,Tienda Física,Monitor,1,Tecnología,2025,8,3,Pequeña
2025-676,311,2025-09-03,1,2,11468,22936,Web,Notebook,1,Tecnología,2025,9,3,Pequeña
2025-677,172,2025-12-18,4,3,235409,706227,App,Monitor,1,Tecnología,2025,12,4,Mediana
2025-678,333,2025-04-16,6,1,378697,378697,App,Tablet,1,Tecnología,2025,4,2,Mediana
2025-679,256,2025-06-11,3,3,577256,1731768,Web,Teclado,2,Accesorios,2025,6,2,Grande
2025-680,286,2025-11-19,6,2,574790,1149580,Web,Tablet,1,Tecnología,2025,11,4,Grande
2025-681,3,2025-02-22,2,1,606093,606093,App,Mouse,2,Accesorios,2025,2,1,Mediana
2025-682,299,2025-10-25,4,2,665152,1330304,Web,Monitor,1,Tecnología,2025,10,4,Grande
2025-683,484,2025-12-20,2,3,593526,1780578,App,Mouse,2,Accesorios,2025,12,4,Grande
2025-684,146,2025-02-15,5,4,239991,959964,App,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-685,181,2025-09-12,3,2,357761,715522,Web,Teclado,2,Accesorios,2025,9,3,Mediana
2025-686,380,2025-11-09,6,4,609649,2438596,Tienda Física,Tablet,1,Tecnología,2025,11,4,Grande
2025-687,329,2025-10-08,3,4,386295,1545180,Tienda Física,Teclado,2,Accesorios,2025,10,4,Grande
2025-688,261,2025-11-24,3,3,251535,754605,Tienda Física,Teclado,2,Accesorios,2025,11,4,Mediana
2025-689,215,2025-01-26,3,4,181999,727996,Tienda Física,Teclado,2,Accesorios,2025,1,1,Mediana
2025-690,190,2025-06-19,3,4,722625,2890500,Web,Teclado,2,Accesorios,2025,6,2,Grande
2025-691,167,2025-08-17,4,1,50736,50736,Tienda Física,Monitor,1,Tecnología,2025,8,3,Pequeña
2025-692,97,2025-03-13,2,4,309531,1238124,Web,Mouse,2,Accesorios,2025,3,1,Grande
2025-693,106,2025-06-26,4,1,463572,463572,App,Monitor,1,Tecnología,2025,6,2,Mediana
2025-694,133,2025-06-10,6,3,303132,909396,Tienda Física,Tablet,1,Tecnología,2025,6,2,Mediana
2025-695,279,2025-04-27,1,3,675329,2025987,App,Notebook,1,Tecnología,2025,4,2,Grande
2025-696,282,2025-06-03,5,3,291504,874512,Web,Audífonos,2,Accesorios,2025,6,2,Mediana
2025-697,241,2025-05-14,6,2,44160,88320,App,Tablet,1,Tecnología,2025,5,2,Pequeña
2025-698,50,2025-03-13,6,2,620961,1241922,App,Tablet,1,Tecnología,2025,3,1,Grande
2025-699,273,2025-03-11,6,1,422857,422857,App,Tablet,1,Tecnología,2025,3,1,Mediana
2025-700,150,2025-05-20,6,2,60713,121426,Tienda Física,Tablet,1,Tecnología,2025,5,2,Pequeña
2025-701,398,2025-04-14,6,3,391382,1174146,App,Tablet,1,Tecnología,2025,4,2,Grande
2025-702,89,2025-07-02,5,1,425976,425976,Tienda Física,Audífonos,2,Accesorios,2025,7,3,Mediana
2025-703,9,2025-09-26,4,2,443048,886096,App,Monitor,1,Tecnología,2025,9,3,Mediana
2025-704,51,2025-05-11,2,2,793077,1586154,Tienda Física,Mouse,2,Accesorios,2025,5,2,Grande
2025-705,490,2025-07-11,3,2,4314372,8628744,Web,Teclado,2,Accesorios,2025,7,3,Grande
2025-706,403,2025-11-25,3,2,80246,160492,Web,Teclado,2,Accesorios,2025,11,4,Pequeña
2025-707,323,2025-05-09,3,1,147821,147821,Tienda Física,Teclado,2,Accesorios,2025,5,2,Pequeña
2025-708,92,2025-11-29,5,2,507163,1014326,Web,Audífonos,2,Accesorios,2025,11,4,Grande
2025-709,130,2025-01-24,5,1,697823,697823,Tienda Física,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-710,406,2025-11-10,4,3,675078,2025234,App,Monitor,1,Tecnología,2025,11,4,Grande
2025-711,29,2025-05-23,3,4,158469,633876,Tienda Física,Teclado,2,Accesorios,2025,5,2,Mediana
2025-712,42,2025-11-26,1,3,638431,1915293,Web,Notebook,1,Tecnología,2025,11,4,Grande
2025-713,192,2025-08-03,3,2,259495,518990,App,Teclado,2,Accesorios,2025,8,3,Mediana
2025-714,166,2025-01-29,3,4,542249,2168996,Tienda Física,Teclado,2,Accesorios,2025,1,1,Grande
2025-715,334,2025-11-19,1,4,795216,3180864,App,Notebook,1,Tecnología,2025,11,4,Grande
2025-716,346,2025-11-17,2,1,629256,629256,Web,Mouse,2,Accesorios,2025,11,4,Mediana
2025-717,283,2025-02-13,2,3,471823,1415469,Web,Mouse,2,Accesorios,2025,2,1,Grande
2025-718,17,2025-09-01,3,4,700681,2802724,Tienda Física,Teclado,2,Accesorios,2025,9,3,Grande
2025-719,76,2025-08-02,4,2,159805,319610,Tienda Física,Monitor,1,Tecnología,2025,8,3,Mediana
2025-720,158,2025-03-10,5,1,489498,489498,Tienda Física,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-721,347,2025-06-10,1,2,374446,748892,Tienda Física,Notebook,1,Tecnología,2025,6,2,Mediana
2025-722,94,2025-01-31,6,1,3035108,3035108,Tienda Física,Tablet,1,Tecnología,2025,1,1,Grande
2025-723,343,2025-01-02,1,2,602610,1205220,Tienda Física,Notebook,1,Tecnología,2025,1,1,Grande
2025-724,101,2025-06-29,5,2,429204,858408,Web,Audífonos,2,Accesorios,2025,6,2,Mediana
2025-725,341,2025-02-07,5,4,140364,561456,App,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-726,25,2025-01-26,2,1,62127,62127,App,Mouse,2,Accesorios,2025,1,1,Pequeña
2025-727,169,2025-01-01,1,3,283120,849360,Tienda Física,Notebook,1,Tecnología,2025,1,1,Mediana
2025-728,261,2025-02-17,5,3,349851,1049553,Web,Audífonos,2,Accesorios,2025,2,1,Grande
2025-729,313,2025-04-04,3,3,245851,737553,Web,Teclado,2,Accesorios,2025,4,2,Mediana
2025-730,482,2025-07-04,6,3,117724,353172,Tienda Física,Tablet,1,Tecnología,2025,7,3,Mediana
2025-731,438,2025-03-10,3,4,413923,1655692,App,Teclado,2,Accesorios,2025,3,1,Grande
2025-732,161,2025-01-16,2,4,461067,1844268,App,Mouse,2,Accesorios,2025,1,1,Grande
2025-733,372,2025-02-08,4,1,67196,67196,Web,Monitor,1,Tecnología,2025,2,1,Pequeña
2025-734,430,2025-06-21,6,4,53822,215288,Web,Tablet,1,Tecnología,2025,6,2,Mediana
2025-735,488,2025-06-27,2,3,402575,1207725,Web,Mouse,2,Accesorios,2025,6,2,Grande
2025-736,188,2025-01-15,3,4,420609,1682436,Web,Teclado,2,Accesorios,2025,1,1,Grande
2025-737,319,2025-11-26,5,2,169912,339824,App,Audífonos,2,Accesorios,2025,11,4,Mediana
2025-738,305,2025-03-31,2,3,694547,2083641,Web,Mouse,2,Accesorios,2025,3,1,Grande
2025-739,60,2025-01-29,3,4,180457,721828,Tienda Física,Teclado,2,Accesorios,2025,1,1,Mediana
2025-740,245,2025-10-16,6,3,166080,498240,Web,Tablet,1,Tecnología,2025,10,4,Mediana
2025-741,277,2025-07-05,1,3,397128,1191384,App,Notebook,1,Tecnología,2025,7,3,Grande
2025-742,93,2025-06-30,4,2,261666,523332,Tienda Física,Monitor,1,Tecnología,2025,6,2,Mediana
2025-743,440,2025-08-26,5,2,345510,691020,Web,Audífonos,2,Accesorios,2025,8,3,Mediana
2025-744,231,2025-07-08,2,1,215728,215728,App,Mouse,2,Accesorios,2025,7,3,Mediana
2025-745,17,2025-04-30,3,3,628821,1886463,Web,Teclado,2,Accesorios,2025,4,2,Grande
2025-746,34,2025-11-26,4,1,574931,574931,App,Monitor,1,Tecnología,2025,11,4,Mediana
2025-747,344,2025-08-06,5,3,731754,2195262,Web,Audífonos,2,Accesorios,2025,8,3,Grande
2025-748,253,2025-03-21,6,3,54912,164736,Tienda Física,Tablet,1,Tecnología,2025,3,1,Pequeña
2025-749,272,2025-01-12,3,2,347935,695870,Tienda Física,Teclado,2,Accesorios,2025,1,1,Mediana
2025-750,241,2025-08-16,5,2,640698,1281396,Web,Audífonos,2,Accesorios,2025,8,3,Grande
2025-751,288,2025-10-10,1,2,14055,28110,Web,Notebook,1,Tecnología,2025,10,4,Pequeña
2025-752,66,2025-09-16,1,4,670284,2681136,App,Notebook,1,Tecnología,2025,9,3,Grande
2025-753,103,2025-04-11,1,3,80400,241200,App,Notebook,1,Tecnología,2025,4,2,Mediana
2025-754,301,2025-08-25,2,3,151774,455322,App,Mouse,2,Accesorios,2025,8,3,Mediana
2025-755,121,2025-07-18,6,2,570309,1140618,App,Tablet,1,Tecnología,2025,7,3,Grande
2025-756,255,2025-11-11,2,3,583399,1750197,Tienda Física,Mouse,2,Accesorios,2025,11,4,Grande
2025-757,285,2025-08-20,2,4,237600,950400,App,Mouse,2,Accesorios,2025,8,3,Mediana
2025-758,496,2025-12-13,5,3,745733,2237199,Web,Audífonos,2,Accesorios,2025,12,4,Grande
2025-759,187,2025-02-06,4,2,128637,257274,App,Monitor,1,Tecnología,2025,2,1,Mediana
2025-760,137,2025-11-24,4,3,489551,1468653,App,Monitor,1,Tecnología,2025,11,4,Grande
2025-761,362,2025-02-22,6,3,768685,2306055,Tienda Física,Tablet,1,Tecnología,2025,2,1,Grande
2025-762,235,2025-04-10,3,3,268480,805440,App,Teclado,2,Accesorios,2025,4,2,Mediana
2025-763,87,2025-04-11,3,4,39086,156344,Web,Teclado,2,Accesorios,2025,4,2,Pequeña
2025-764,463,2025-12-30,5,2,750970,1501940,App,Audífonos,2,Accesorios,2025,12,4,Grande
2025-765,84,2025-11-02,4,4,722917,2891668,App,Monitor,1,Tecnología,2025,11,4,Grande
2025-766,279,2025-11-27,3,2,578178,1156356,App,Teclado,2,Accesorios,2025,11,4,Grande
2025-767,123,2025-02-19,5,3,651462,1954386,App,Audífonos,2,Accesorios,2025,2,1,Grande
2025-768,118,2025-07-10,2,3,739992,2219976,Tienda Física,Mouse,2,Accesorios,2025,7,3,Grande
2025-769,181,2025-03-16,6,4,400555,1602220,Tienda Física,Tablet,1,Tecnología,2025,3,1,Grande
2025-770,281,2025-07-30,5,2,68382,136764,App,Audífonos,2,Accesorios,2025,7,3,Pequeña
2025-771,149,2025-11-02,4,4,655099,2620396,Tienda Física,Monitor,1,Tecnología,2025,11,4,Grande
2025-772,141,2025-11-30,5,4,659179,2636716,Web,Audífonos,2,Accesorios,2025,11,4,Grande
2025-773,121,2025-05-29,3,3,87924,263772,App,Teclado,2,Accesorios,2025,5,2,Mediana
2025-774,146,2025-08-29,1,4,477186,1908744,Web,Notebook,1,Tecnología,2025,8,3,Grande
2025-775,43,2025-07-25,2,2,663525,1327050,Tienda Física,Mouse,2,Accesorios,2025,7,3,Grande
2025-776,396,2025-11-18,4,4,785404,3141616,App,Monitor,1,Tecnología,2025,11,4,Grande
2025-777,399,2025-05-15,5,1,376047,376047,App,Audífonos,2,Accesorios,2025,5,2,Mediana
2025-778,156,2025-11-22,6,4,428973,1715892,Tienda Física,Tablet,1,Tecnología,2025,11,4,Grande
2025-779,344,2025-12-10,6,3,528993,1586979,Web,Tablet,1,Tecnología,2025,12,4,Grande
2025-780,376,2025-02-16,6,2,411063,822126,Tienda Física,Tablet,1,Tecnología,2025,2,1,Mediana
2025-781,203,2025-11-17,6,2,570151,1140302,App,Tablet,1,Tecnología,2025,11,4,Grande
2025-782,44,2025-07-18,4,1,3741070,3741070,Tienda Física,Monitor,1,Tecnología,2025,7,3,Grande
